   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Vince Deadrick Sr.,Pedestrian (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Chuck Dorsett,TV Watcher (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Al Dunlap,Man in Jaffe's Cafe (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Larry Duran,(uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
George Fargo,Homicide Detective (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Lois Foraker,Hot Mary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Max Gail,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
John Garber,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Christopher Pray,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Eddie Garrett,Policeman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
James W. Gavin,Helicopter Pilot (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
David Gilliam,Homosexual (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Don Haggerty,Minor Role (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Scott Hale,Newsman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Kate Harper,Underwear Chick (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Bob Harris,Man in Truck (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Chuck Hicks,Flower Vendor (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Raymond Johnson,Big Black Man (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Richard Lawson,Homosexual (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Laurie Mock,Third Nude (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Ann Noland,Hippie Girl (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Kathleen O'Malley,Lady in Jaffe's Cafe (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Angela Paton,Homicide Detective (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Victor Paul,Car Driver (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Debralee Scott,Ann Mary Deacon (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Don Siegel,Pedestrian Passing Harry's Car (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Kristoffer Tabori,Hippie Guy (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Tony Dario,Police Sergeant (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Marc Hertsens,Steve - Doctor (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Gordon Chapli,Fireman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Janet Wisely,First Nude (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Pamela Tanimura,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Richard Samuelson,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Derek Jue,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Sean Maley,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Diane Darnell,Mayor's Secretary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Don Siegel,unknown,DIRECTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Warren Beatty,Clyde Barrow,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Faye Dunaway,Bonnie Parker,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Michael J. Pollard,C. W. Moss,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Gene Hackman,Buck Barrow,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Estelle Parsons,Blanche,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Denver Pyle,Frank Hamer,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Dub Taylor,Ivan Moss,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Evans Evans,Velma Davis,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Gene Wilder,Eugene Grizzard,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Mabel Cavitt,Bonnie's mother (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Patrick Cranshaw,Bank Teller (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Owen Bush,Policeman (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Clyde Howdy,Deputy (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Russ Marker,Bank Guard (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Ann Palmer,Bonnie's Sister (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Ken Mayer,Sheriff Smoot (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Arthur Penn,unknown,DIRECTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048
Brooke Shields,Emmeline,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Christopher Atkins,Richard,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Leo McKern,Paddy Button,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
William Daniels,Arthur Lestrange,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Jeffrey Kleiser,Lookout,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Gus Mercurio,Officer,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Elva Josephson,Young Emmeline,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Glenn Kohan,Young Richard,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Bradley Pryce,Little Paddy,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Chad Timmerman,Infant Paddy,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Gert Jacoby,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Alex Hamilton,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Richard Evanson,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Randal Kleiser,unknown,DIRECTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844
Gregory Peck,Capt. Keith Mallory,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748
David Niven,Cpl. James Arthur Miller,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748
Anthony Quinn,Col. Andrea Stavros,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748
Stanley Baker,Pvt. 'Butcher' Brown,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Anthony Quayle,Maj. Roy Franklin,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
James Darren,Pvt. Spyros Pappadimos,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Irene Papas,Maria Pappadimos,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Gia Scala,Anna,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
James Robertson Justice,Commodore Jensen / Prologue Narrator,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Richard Harris,Squadron Leader Howard Barnsby RAAF,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Bryan Forbes,Cohn,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Allan Cuthbertson,Maj. Baker,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Michael Trubshawe,Weaver,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Percy Herbert,Sgt. Grogan,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
George Mikell,SS Hauptman Sessler,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Walter Gotell,Muesel,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Tutte Lemkow,Nicolai,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Albert Lieven,Commandant,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Norman Wooland,Group Captain,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Kleo Skouloudi,Bride,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Nicholas Papakonstantinou,Patrol Boat Captain,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Christopher Rhodes,German Gunnery Officer,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
William Hoehne Jr.,German Officer on Navarone,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
J. Lee Thompson,unknown,DIRECTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748
Burt Lancaster,Dolworth,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Lee Marvin,Fardan,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Robert Ryan,Ehrengard,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Woody Strode,Jake,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Jack Palance,Jesus Raza,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Claudia Cardinale,Maria,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Ralph Bellamy,Grant,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Joe De Santis,Ortega,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Rafael Bertrand,Fierro,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Jorge Mart??nez de Hoyos,Padilla,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Marie Gomez,Chiquita,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Jos?? Ch?­vez,Revolutionary,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Carlos Romero,Revolutionary,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Vaughn Taylor,Banker,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Elizabeth Campbell,Mexican Girl (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Don Carlos,Bandit (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Leigh Chapman,Lady (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Roberto Contreras,Bandit (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Dirk Evans,Man at Door (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Darwin Lamb,Hooper (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Eddie Little Sky,Jake's Prisoner (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
John Lopez,Mexican Servant (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
John McKee,Sheriff (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Philip L. Parslow,Deputy Sheriff (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Ron Veto,Mexican Soldier (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Richard Brooks,unknown,DIRECTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446
Richard Pryor,Himself,ACTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141
Jennifer Lee Pryor,Herself (uncredited),ACTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141
Jeff Margolis,unknown,DIRECTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141
Bing Crosby,Bob Wallace,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Danny Kaye,Phil Davis,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Rosemary Clooney,Betty Haynes,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Vera-Ellen,Judy Haynes,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Dean Jagger,General Waverly,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Mary Wickes,Emma Allen,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
John Brascia,John,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Anne Whitfield,Susan Waverly,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Bea Allen,Dancer (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Frank Baker,Anniversary Party Guest (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Glen Cargyle,Jeep Driver (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
George Chakiris,Dancer (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Barrie Chase,Doris Lenz (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Lorinne Crawford,Rita (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Franklyn Farnum,Club Patron (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Bess Flowers,Club Patron (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Gavin Gordon,General Carlton (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Johnny Grant,Ed Harrison (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Percy Helton,Train Conductor (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
I. Stanford Jolley,Station Master (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Sig Ruman,Landlord (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Grady Sutton,Mr. Herring (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Herb Vigran,Novello (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Robert Crosson,Albert (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Michael Curtiz,unknown,DIRECTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488
Farid Shawqi,Abu Siri,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Hind Rostom,Hanuma,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Youssef Chahine,Qinawi,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Hassan el Baroudi,Madbouli,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Abdel Aziz Khalil,Abu Gaber,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Said Khalil,Jadallah,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Abdel Ghani Nagdi,Sa'idi traveller,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Loutfi El Hakim,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Abdel Hamid Bodaoha,Shawish Hassanein,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
F. El Demerdache,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Said El Araby,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Ahmed Abaza,Mansour,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Hana Abdel Fattah,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Safia Sarwat,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Asaad Kellada,(as Assaad Kellada),ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Naima Wasfy,Hallawatim,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Sherine,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Soheir,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Esmat Mahmoud,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Nawal Morsi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Gharib Moawad,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Mohamed Mazhar,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Galal Issa,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Mahrous El Garhi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Ahmed El Tantawi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
S. Abdel Aziz,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Nadia Lotfi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Safia Tharwat,Halawethom,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Youssef Chahine,unknown,DIRECTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471
Gert Westphal,Narrator (voice),ACTOR,Hitler: A Career,MOVIE,1977,"['history', 'documentation', 'european']",7.5,2460
Joachim Fest,unknown,DIRECTOR,Hitler: A Career,MOVIE,1977,"['history', 'documentation', 'european']",7.5,2460
Jane Fonda,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Donald Sutherland,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Pamela Donegan,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Len Chandler,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Michael Alaimo,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Holly Near,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Paul Mooney,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Rita Martinson,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Peter Boyle,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Steve Jaffe,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Francine Parker,unknown,DIRECTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418
Farid Shawqi,Mohsen's Father,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Mahmoud el-Meliguy,Qadry,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Ezzat El Alaili,Shaker,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Youssef Wahby,Souril,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Yehia Chahine,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Leila Fawzi,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Akela Kateb,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Zeinab Sedky,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Ahmad Abdel Waress,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
Abdel Azziz Makhyoun,unknown,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727
